BF_replication,BF_uniform,BF_BUJ,True_prob,data_length_at_stop_BF
8.77E-76,2.67E-75,9.78E-76,0.552494608,30060
1.64E-09,1.77E-08,5.86E-09,0.516499926,30060
3.44E-61,1.10E-60,4.04E-61,0.548462283,30060
4.23E-29,2.05E-27,7.16E-28,0.536933877,30060
0.001805761,0.010364048,0.002971936,0.51437688,37836
7.28E-40,1.17E-38,3.25E-39,0.533785401,30060
6.21E-16,8.97E-15,2.99E-15,0.521291221,30060
8.65E-13,1.96E-11,3.71E-12,0.526703021,30060
7.03E-32,2.37E-30,3.64E-31,0.532882178,30060
4.63E-39,7.26E-38,2.11E-38,0.545797258,30060
2.30E-32,6.83E-31,1.18E-31,0.538291572,30060
1.90E-29,9.27E-28,3.25E-28,0.531727192,30060
7.84E-84,2.10E-83,5.78E-84,0.559002544,30060
0.004567322,0.028289398,0.008079569,0.513637524,30060
4.89E-17,6.74E-16,2.42E-16,0.525148447,30060
0.004741382,0.0228873,0.007296405,0.511820085,37836
1.26E-17,1.83E-16,6.34E-17,0.52639972,30060
1.12E-58,4.58E-57,1.66E-57,0.544065104,30060
1.13E-27,4.46E-26,6.09E-27,0.533137769,30060
1.03E-22,1.67E-21,5.54E-22,0.524241402,30060
1.14E-86,2.81E-86,7.21E-87,0.559942005,30060
1.81E-28,8.25E-27,2.88E-27,0.526213442,30060
2.60E-49,2.70E-48,8.87E-49,0.550158395,30060
0.022219883,0.066985639,0.02287481,0.507639357,100080
1.13E-11,2.30E-10,4.60E-11,0.521096891,30060
0.000773924,0.001748454,0.000892242,0.511991861,76734
2.96E-42,4.44E-41,1.24E-41,0.539832843,30060
4.63E-50,5.40E-49,1.54E-49,0.546130813,30060
3.45E-05,0.00024356,8.33E-05,0.51356341,30060
3.91E-40,6.28E-39,1.73E-39,0.537013167,30060
1.94E-12,4.37E-11,8.21E-12,0.521662673,30060
3.95E-12,8.66E-11,1.65E-11,0.518906509,30060
9.29E-32,3.23E-30,4.81E-31,0.531743604,30060
0.000215672,0.001538494,0.000469422,0.51437688,30060
3.74E-41,5.93E-40,1.62E-40,0.540418593,30060
2.51E-81,6.49E-81,2.11E-81,0.555560313,30060
1.16E-22,1.87E-21,6.23E-22,0.529219115,30060
1.41E-56,5.64E-55,2.01E-55,0.545892962,30060
1.46E-11,2.91E-10,5.93E-11,0.522570235,30060
4.58E-13,1.02E-11,1.99E-12,0.520892703,30060
0.001316049,0.003167086,0.001563131,0.507434391,68958
0.001132209,0.007917812,0.002215387,0.516398013,30060
7.19E-29,3.42E-27,1.20E-27,0.530586191,30060
0.001706243,0.004578549,0.002132739,0.512995671,61182
2.62E-09,2.70E-08,9.27E-09,0.520716663,30060
5.67E-25,1.12E-23,3.07E-24,0.530710228,30060
4.04E-24,6.56E-23,2.18E-23,0.533402821,30060
1.18E-51,1.84E-50,3.72E-51,0.538429031,30060
5.33E-10,6.71E-09,1.98E-09,0.516155157,30060
1.10E-19,1.66E-18,5.76E-19,0.527306856,30060
6.66E-17,9.23E-16,3.29E-16,0.527291093,30060
0.0012593,0.002839184,0.001415643,0.506566815,76734
8.48E-22,1.27E-20,4.53E-21,0.531929472,30060
3.44E-52,5.96E-51,1.06E-51,0.539720933,30060
1.52E-13,3.20E-12,6.72E-13,0.522640218,30060
4.23E-29,2.05E-27,7.16E-28,0.534943497,30060
5.28E-26,1.37E-24,2.86E-25,0.533160994,30060
2.81E-31,1.09E-29,1.46E-30,0.531107124,30060
1.89E-11,3.67E-10,7.63E-11,0.51474137,30060
1.12E-54,3.27E-53,1.16E-53,0.548476233,30060
1.56E-17,2.25E-16,7.80E-17,0.527602086,30060
3.76E-16,5.38E-15,1.82E-15,0.527387647,30060
1.43E-14,2.48E-13,6.59E-14,0.520079692,30060
3.47E-42,5.23E-41,1.46E-41,0.539269129,30060
1.64E-43,2.21E-42,6.67E-43,0.541910654,30060
1.21E-45,1.28E-44,4.62E-45,0.541278135,30060
5.08E-16,7.31E-15,2.45E-15,0.523631645,30060
6.70E-21,1.02E-19,3.55E-20,0.522138485,30060
1.32E-20,2.01E-19,6.98E-20,0.527611688,30060
4.66E-71,1.79E-70,6.53E-71,0.552783826,30060
0.001017326,0.007150519,0.002005143,0.515206276,30060
7.38E-11,1.22E-09,2.88E-10,0.519982095,30060
6.80E-10,8.27E-09,2.50E-09,0.520079692,30060
4.58E-63,6.57E-62,9.20E-63,0.551839916,30060
1.18E-34,1.93E-33,5.86E-34,0.533494131,30060
1.12E-72,3.99E-72,1.45E-72,0.54993711,30060
9.37E-10,1.09E-08,3.41E-09,0.520660075,30060
1.11E-16,1.56E-15,5.46E-16,0.528197329,30060
1.03E-10,1.63E-09,3.99E-10,0.523631645,30060
0.00261654,0.017219673,0.00482553,0.513164773,30060
0.000255881,0.001830468,0.000551185,0.511937845,30060
5.01E-25,1.01E-23,2.71E-24,0.527387647,30060
0.003997563,0.014829904,0.00558824,0.504692195,45612
6.56E-42,1.01E-40,2.78E-41,0.539256017,30060
0.00059132,0.004226676,0.00120823,0.512589621,30060
2.47E-27,8.98E-26,1.33E-26,0.534378506,30060
2.48E-29,1.21E-27,4.24E-28,0.533548212,30060
6.13E-12,1.31E-10,2.53E-11,0.524139985,30060
1.03E-48,1.00E-47,3.57E-48,0.540576089,30060
5.21E-06,4.15E-05,1.38E-05,0.518431694,30060
1.32E-47,1.33E-46,4.74E-47,0.541978389,30060
0.0022155,0.009060532,0.00322009,0.506698844,45612
9.29E-25,1.75E-23,5.03E-24,0.533941588,30060
10.47909426,15.26133832,5.801478323,0.500646633,100080
2.83E-29,1.38E-27,4.84E-28,0.532068147,30060
5.01E-58,2.14E-56,7.70E-57,0.544497514,30060
1.91E-30,8.69E-29,3.06E-29,0.537754875,30060
2.06E-58,1.14E-57,4.13E-58,0.548476233,30060
3.03E-15,4.52E-14,1.43E-14,0.523035821,30060
3.01E-21,4.61E-20,1.60E-20,0.531523635,30060
3.35E-40,5.38E-39,1.48E-39,0.539466128,30060
2.45E-31,9.40E-30,1.27E-30,0.537337095,30060
2.65E-32,7.99E-31,1.36E-31,0.536446649,30060
4.08E-14,7.79E-13,1.85E-13,0.523004008,30060
2.10E-63,2.75E-62,4.17E-63,0.548197168,30060
9.94E-53,1.92E-51,3.01E-52,0.546240709,30060
6.56E-24,1.16E-22,3.55E-23,0.527033624,30060
2.18E-26,6.23E-25,1.18E-25,0.528846157,30060
2.53E-06,2.10E-05,6.94E-06,0.518579753,30060
2.41E-08,2.28E-07,7.95E-08,0.516984529,30060
1.44E-60,4.98E-60,1.82E-60,0.548246297,30060
7.54E-65,6.68E-64,1.40E-64,0.546916107,30060
5.34E-40,8.57E-39,2.37E-39,0.538689138,30060
0.000213853,0.001358175,0.000357441,0.511300198,45612
1.52E-55,5.24E-54,1.86E-54,0.545369816,30060
2.20E-13,4.74E-12,9.68E-13,0.525309093,30060
1.11E-16,1.56E-15,5.46E-16,0.525622746,30060
3.68E-43,5.12E-42,1.51E-42,0.543058253,30060
2.56E-10,3.57E-09,9.68E-10,0.518330443,30060
2.81E-34,5.03E-33,1.40E-33,0.535322881,30060
9.51E-14,1.95E-12,4.25E-13,0.520056525,30060
4.25E-21,6.49E-20,2.25E-20,0.527212179,30060
0.000968368,0.00460101,0.001482532,0.511280793,45612
1.07E-36,1.47E-35,5.13E-36,0.538749922,30060
1.84E-10,2.69E-09,7.02E-10,0.525737102,30060
8.18E-06,6.35E-05,2.12E-05,0.51672402,30060
4.58E-87,1.10E-86,2.84E-87,0.55688676,30060
1.72E-19,2.57E-18,8.92E-19,0.528509717,30060
4.89E-09,4.93E-08,1.70E-08,0.518119319,30060
5.99E-26,1.53E-24,3.24E-25,0.534925581,30060
6.37E-19,9.44E-18,3.28E-18,0.523620443,30060
7.89E-14,1.59E-12,3.54E-13,0.521822264,30060
1.02E-17,1.48E-16,5.15E-17,0.521801009,30060
1.47E-27,5.64E-26,7.91E-27,0.535083442,30060
4.502572667,6.755792137,2.30428547,0.504116638,100080
1.56E-17,2.25E-16,7.80E-17,0.521900974,30060
4.03E-07,3.61E-06,1.20E-06,0.516814243,30060
5.71E-07,5.05E-06,1.67E-06,0.514346752,30060
1.84E-10,2.69E-09,7.02E-10,0.522041719,30060
0.000820099,0.00581294,0.001639993,0.514867483,30060
1.51E-32,4.27E-31,7.75E-32,0.537925021,30060
4.93E-14,9.56E-13,2.23E-13,0.523473043,30060
6.11E-07,5.40E-06,1.78E-06,0.515583267,30060
7.35E-31,3.12E-29,1.10E-29,0.539699408,30060
2.00E-07,1.82E-06,6.09E-07,0.516803242,30060
1.10E-19,1.66E-18,5.76E-19,0.528383447,30060
1.07E-28,5.01E-27,1.75E-27,0.529750271,30060
2.60E-08,2.46E-07,8.54E-08,0.517977072,30060
8.84E-15,1.46E-13,4.10E-14,0.521973768,30060
0.001132209,0.007917812,0.002215387,0.51270964,30060
3.89E-50,4.60E-49,1.29E-49,0.547479961,30060
1.85E-20,2.81E-19,9.77E-20,0.52926327,30060
1.36E-23,2.35E-22,7.32E-23,0.52722468,30060
2.97E-19,4.43E-18,1.54E-18,0.528907907,30060
3.81E-44,4.78E-43,1.52E-43,0.535181877,30060
1.27E-29,6.19E-28,2.17E-28,0.533246934,30060
1.11E-16,1.56E-15,5.46E-16,0.522386596,30060
4.60E-19,6.83E-18,2.37E-18,0.526339251,30060
2.83E-29,1.38E-27,4.84E-28,0.533617558,30060
1.40E-53,3.23E-52,1.15E-52,0.541171548,30060
2.41E-08,2.28E-07,7.95E-08,0.5209561,30060
1.46E-30,6.50E-29,2.29E-29,0.533147625,30060
2.38E-05,0.000172661,5.87E-05,0.514608111,30060
1.11E-16,1.56E-15,5.46E-16,0.524804217,30060
7.38E-11,1.22E-09,2.88E-10,0.521476753,30060
5.12E-19,7.61E-18,2.64E-18,0.531445144,30060
3.68E-33,8.82E-32,1.87E-32,0.5343682,30060
1.96E-70,7.78E-70,2.83E-70,0.545723111,30060
5.91E-37,8.23E-36,2.81E-36,0.538592533,30060
4.18E-13,9.29E-12,1.82E-12,0.522654849,30060
1.22E-48,1.19E-47,4.24E-48,0.544295063,30060
2.19E-55,7.33E-54,2.61E-54,0.549458519,30060
2.33E-44,2.86E-43,9.26E-44,0.541819338,30060
7.64E-35,1.19E-33,3.78E-34,0.535099501,30060
3.45E-11,6.26E-10,1.37E-10,0.523329893,30060
1.22E-48,1.19E-47,4.24E-48,0.541278135,30060
5.01E-13,1.12E-11,2.18E-12,0.52769058,30060
3.87E-09,3.94E-08,1.35E-08,0.518319994,30060
1.92E-19,2.87E-18,9.95E-19,0.530439826,30060
1.52E-13,3.20E-12,6.72E-13,0.521770557,30060
1.06E-67,4.58E-67,1.74E-67,0.546186314,30060
0.007093977,0.024171415,0.009532564,0.509292492,45612
6.65E-34,1.31E-32,3.34E-33,0.536933877,30060
6.78E-11,1.13E-09,2.65E-10,0.516853546,30060
3.25E-20,4.92E-19,1.71E-19,0.531120055,30060
6.12E-32,2.03E-30,3.16E-31,0.536603524,30060
2.83E-29,1.38E-27,4.84E-28,0.534061527,30060
1.38E-19,2.06E-18,7.17E-19,0.528040366,30060
1.17E-63,1.43E-62,2.30E-63,0.546125068,30060
0.73880059,1.322764781,0.451272828,0.506870808,100080
0.009024676,0.02976711,0.011921289,0.514038322,45612
3.07E-14,5.71E-13,1.40E-13,0.525626113,30060
4.15E-16,5.96E-15,2.01E-15,0.522880451,30060
2.86E-53,6.19E-52,8.48E-53,0.549724364,30060
1.50E-61,4.65E-61,1.70E-61,0.549466121,30060
1.53E-35,2.13E-34,7.50E-35,0.541477937,30060
3.45E-25,7.23E-24,1.87E-24,0.536585856,30060
9.42E-21,1.43E-19,4.98E-20,0.524223851,30060
7.03E-32,2.37E-30,3.64E-31,0.535796197,30060
4.08E-14,7.79E-13,1.85E-13,0.528891922,30060
1.34E-54,3.86E-53,1.37E-53,0.546542776,30060
6.21E-16,8.97E-15,2.99E-15,0.521307833,30060
2.06E-35,2.86E-34,1.01E-34,0.534895736,30060
175.2660306,209.6393301,71.49465436,0.501066485,30060
9.69E-51,1.27E-49,3.14E-50,0.540448593,30060
5.51E-29,2.65E-27,9.27E-28,0.536144027,30060
1.45E-29,7.08E-28,2.48E-28,0.535225991,30060
1.66E-75,5.12E-75,1.87E-75,0.554983357,30060
1.66E-08,1.58E-07,5.53E-08,0.51376563,30060
8.22E-43,1.18E-41,3.41E-42,0.536997206,30060
4.09E-11,7.27E-10,1.62E-10,0.524727688,30060
4.24E-33,1.03E-31,2.16E-32,0.540884297,30060
8.32E-52,1.33E-50,2.60E-51,0.545379466,30060
4.31E-12,9.42E-11,1.79E-11,0.520771047,30060
6.20E-44,7.98E-43,2.49E-43,0.540501836,30060
5.99E-22,9.09E-21,3.20E-21,0.532667368,30060
2.20E-13,4.74E-12,9.68E-13,0.520042924,30060
0.007086913,0.017592077,0.008124648,0.507516576,61182
6.00E-73,2.11E-72,7.68E-73,0.55328063,30060
2.39E-53,5.26E-52,7.07E-53,0.540881185,30060
1.51E-21,2.22E-20,8.06E-21,0.533831087,30060
6.80E-10,8.27E-09,2.50E-09,0.520604101,30060
3.81E-44,4.78E-43,1.52E-43,0.537685734,30060
4.18E-13,9.29E-12,1.82E-12,0.523027299,30060
3.52E-36,4.68E-35,1.70E-35,0.537545394,30060
0.002241758,0.014961719,0.00418101,0.509213344,30060
0.000128259,0.000903142,0.000287894,0.513637524,30060
4.49E-14,8.63E-13,2.03E-13,0.525290319,30060
9.02E-05,0.000627766,0.000206572,0.514568724,30060
2.51E-71,9.54E-71,3.48E-71,0.553932393,30060
5.13E-69,2.18E-68,7.92E-69,0.551270287,30060
0.000482258,0.001908746,0.000700226,0.507949095,53406
5.32E-32,1.74E-30,2.75E-31,0.535108749,30060
3.05E-25,6.47E-24,1.65E-24,0.531746524,30060
1.99E-41,3.12E-40,8.54E-41,0.539689736,30060
1.52E-24,2.72E-23,8.22E-24,0.529661558,30060
4.06E-20,6.14E-19,2.13E-19,0.53114317,30060
1.11E-95,2.83E-95,1.04E-95,0.559565172,30060
1.01E-09,1.17E-08,3.69E-09,0.520554436,30060
1.24E-69,5.09E-69,1.85E-69,0.549466121,30060
2.71E-46,2.68E-45,1.01E-45,0.546987721,30060
0.000286589,0.002052975,0.000613052,0.510436811,30060
0.000968368,0.00460101,0.001482532,0.512008277,45612
3.19E-35,4.57E-34,1.57E-34,0.53378093,30060
1.34E-11,2.69E-10,5.45E-11,0.527313278,30060
3.21E-73,1.11E-72,4.05E-73,0.553356274,30060
2.51E-16,3.57E-15,1.22E-15,0.526700523,30060
2.87E-18,4.21E-17,1.46E-17,0.525047785,30060
0.001400228,0.009676819,0.002699996,0.513393596,30060
2.19E-24,3.78E-23,1.19E-23,0.530135912,30060
1.13E-42,1.65E-41,4.71E-42,0.533353463,30060
1.32E-20,2.01E-19,6.98E-20,0.530835794,30060
4.22E-22,6.49E-21,2.26E-21,0.529371309,30060
7.02E-07,6.16E-06,2.03E-06,0.520950825,30060
8.29E-18,1.20E-16,4.18E-17,0.525252974,30060
1.01E-43,1.33E-42,4.08E-43,0.540334265,30060
1.02E-45,1.08E-44,3.90E-45,0.545257347,30060
9.66E-31,4.19E-29,1.48E-29,0.534361504,30060
4.84E-11,8.43E-10,1.91E-10,0.523402428,30060
3.50E-08,3.30E-07,1.14E-07,0.521784554,30060
2.64E-97,6.37E-97,2.35E-97,0.558274564,30060
3.24E-05,0.00023006,7.86E-05,0.510436811,30060
2.24E-08,2.12E-07,7.39E-08,0.523124081,30060
8.59E-66,6.00E-65,1.53E-65,0.545060028,30060
3.19E-41,5.05E-40,1.38E-40,0.540056386,30060
5.27E-11,9.08E-10,2.07E-10,0.526798925,30060
2.86E-40,4.61E-39,1.27E-39,0.537287084,30060
6.70E-21,1.02E-19,3.55E-20,0.530417204,30060
0.003499034,0.008905999,0.003372051,0.507781928,92304
0.000735764,0.00523269,0.001481982,0.511991861,30060
4.89E-18,7.13E-17,2.48E-17,0.528233063,30060
5.16E-92,9.81E-92,1.64E-92,0.556164362,30060
4.54E-10,5.84E-09,1.69E-09,0.51887662,30060
1.13E-37,1.65E-36,5.31E-37,0.535447415,30060
7.89E-67,4.31E-66,1.34E-66,0.549781833,30060
7.46E-18,1.08E-16,3.77E-17,0.523105743,30060
1.51E-77,4.20E-77,1.54E-77,0.55210828,30060
5.28E-26,1.37E-24,2.86E-25,0.53146496,30060
7.84E-08,7.30E-07,2.48E-07,0.519645152,30060
8.65E-13,1.96E-11,3.71E-12,0.520379816,30060
1.87E-18,2.75E-17,9.56E-18,0.519972406,30060
4.75E-60,1.79E-59,6.54E-60,0.545016641,30060
4.15E-16,5.96E-15,2.01E-15,0.520571726,30060
2.07E-37,2.97E-36,9.75E-37,0.538758833,30060
0.001400228,0.009676819,0.002699996,0.515539719,30060
0.012358834,0.030955532,0.012209623,0.506218402,76734
7.68E-34,1.54E-32,3.86E-33,0.535906619,30060
6.41E-31,2.69E-29,9.48E-30,0.534922685,30060
4.75E-60,1.79E-59,6.54E-60,0.551043662,30060
0.005422587,0.02555009,0.008263767,0.512090712,37836
1.20E-23,2.09E-22,6.49E-23,0.527914638,30060
1.51E-32,4.27E-31,7.75E-32,0.529068744,30060
2.62E-17,3.77E-16,1.31E-16,0.52302114,30060
4.18E-10,5.44E-09,1.56E-09,0.519990976,30060
1.68E-36,2.27E-35,8.05E-36,0.536950579,30060
1.22E-77,3.37E-77,1.24E-77,0.55764213,30060
4.54E-10,5.84E-09,1.69E-09,0.51646015,30060
6.66E-09,6.65E-08,2.29E-08,0.518425662,30060
2.48E-29,1.21E-27,4.24E-28,0.535447415,30060
5.34E-40,8.57E-39,2.37E-39,0.534361504,30060
2.00E-10,2.89E-09,7.61E-10,0.525332663,30060
2.87E-30,1.34E-28,4.70E-29,0.532614758,30060
1.11E-16,1.56E-15,5.46E-16,0.526315615,30060
4.60E-19,6.83E-18,2.37E-18,0.527397873,30060
3.05E-25,6.47E-24,1.65E-24,0.529671089,30060
2.17E-29,1.06E-27,3.71E-28,0.534495309,30060
6.41E-23,1.06E-21,3.45E-22,0.527481539,30060
6.78E-11,1.13E-09,2.65E-10,0.519950716,30060
2.60E-73,8.97E-73,3.27E-73,0.553245663,30060
7.81E-55,2.35E-53,8.35E-54,0.54303133,30060
0.004130039,0.012117044,0.005273669,0.507003834,53406
1.24E-12,2.81E-11,5.29E-12,0.521662673,30060
7.38E-17,1.03E-15,3.64E-16,0.52156555,30060
8.32E-53,1.64E-51,2.51E-52,0.538713766,30060
4.54E-20,6.86E-19,2.38E-19,0.526180219,30060
1.11E-74,3.59E-74,1.31E-74,0.552814723,30060
2.81E-31,1.09E-29,1.46E-30,0.538231984,30060
2.84E-07,2.57E-06,8.55E-07,0.52156555,30060
2.89E-06,2.38E-05,7.88E-06,0.515525498,30060
3.07E-16,4.38E-15,1.49E-15,0.522337065,30060
2.10E-63,2.75E-62,4.17E-63,0.549819267,30060
1.32E-37,1.91E-36,6.18E-37,0.540296523,30060
2.64E-22,4.13E-21,1.42E-21,0.530559323,30060
4.89E-09,4.93E-08,1.70E-08,0.518847954,30060
7.30E-12,1.54E-10,3.00E-11,0.524657504,30060
1.03E-48,1.00E-47,3.57E-48,0.543512442,30060
1.27E-57,5.45E-56,1.96E-56,0.543515088,30060
4.99E-34,9.53E-33,2.51E-33,0.537320551,30060
3.23E-44,4.03E-43,1.29E-43,0.545210361,30060
7.04E-66,4.82E-65,1.25E-65,0.552005589,30060
3.23E-17,4.63E-16,1.61E-16,0.526316973,30060
1.06E-57,4.53E-56,1.63E-56,0.541004649,30060
7.47E-33,1.94E-31,3.81E-32,0.533144114,30060
6.20E-44,7.98E-43,2.49E-43,0.538603992,30060
8.39E-47,8.70E-46,3.10E-46,0.537896584,30060
4.01E-84,1.07E-83,2.91E-84,0.559679227,30060
1.13E-37,1.65E-36,5.31E-37,0.538824264,30060
2.17E-29,1.06E-27,3.71E-28,0.532752334,30060
5.70E-23,9.41E-22,3.07E-22,0.53039592,30060
2.06E-11,3.97E-10,8.30E-11,0.527070035,30060
1.65E-22,2.63E-21,8.87E-22,0.52926327,30060
3.31E-19,4.94E-18,1.71E-18,0.530439826,30060
3.07E-14,5.71E-13,1.40E-13,0.526548186,30060
3.74E-76,1.12E-75,4.10E-76,0.55298471,30060
1.67E-27,6.34E-26,9.00E-27,0.530545384,30060
2.01E-81,5.22E-81,1.68E-81,0.554202408,30060
0.00530258,0.032233697,0.009273011,0.513351978,30060
2.54E-12,5.66E-11,1.07E-11,0.521822264,30060
3.28E-10,4.41E-09,1.23E-09,0.517431887,30060
9.44E-24,1.65E-22,5.10E-23,0.529408438,30060
8.56E-39,1.33E-37,3.92E-38,0.541847451,30060
1.85E-15,2.64E-14,8.79E-15,0.523742133,30060
4.57E-40,7.34E-39,2.03E-39,0.53783367,30060
0.001820956,0.012360007,0.003447086,0.511359435,30060
4.25E-31,1.72E-29,2.22E-30,0.531879392,30060
1.78E-37,2.56E-36,8.38E-37,0.534601584,30060
2.89E-06,2.38E-05,7.88E-06,0.515206276,30060
2.36E-17,3.40E-16,1.18E-16,0.529750271,30060
7.58E-16,1.10E-14,3.64E-15,0.523331969,30060
1.86E-22,2.94E-21,9.98E-22,0.529136533,30060
0.008427013,0.036715589,0.012428566,0.51133121,37836
3.02E-08,2.85E-07,9.86E-08,0.518847954,30060
3.04E-32,9.34E-31,1.57E-31,0.531634154,30060
6.24E-11,1.05E-09,2.44E-10,0.523955819,30060
4.48E-44,5.67E-43,1.79E-43,0.539850336,30060
4.49E-23,7.48E-22,2.42E-22,0.531364611,30060
1.23E-19,1.85E-18,6.43E-19,0.523442556,30060
9.69E-51,1.27E-49,3.14E-50,0.54350685,30060
7.39E-73,2.61E-72,9.51E-73,0.547689377,30060
6.16E-09,6.17E-08,2.12E-08,0.521482923,30060
1.16E-22,1.87E-21,6.23E-22,0.528209734,30060
1.02E-45,1.08E-44,3.90E-45,0.544268055,30060
2.36E-17,3.40E-16,1.18E-16,0.524630775,30060
1.16E-39,1.85E-38,5.19E-39,0.539645648,30060
0.003973559,0.011704752,0.005086452,0.510468393,53406
7.67E-28,3.13E-26,4.12E-27,0.531344528,30060
9.66E-31,4.19E-29,1.48E-29,0.535637255,30060
1.13E-06,9.75E-06,3.22E-06,0.520630937,30060
1.97E-76,5.82E-76,2.13E-76,0.554303352,30060
1.67E-30,7.52E-29,2.65E-29,0.53494738,30060
3.04E-32,9.34E-31,1.57E-31,0.537577849,30060
8.84E-15,1.46E-13,4.10E-14,0.518631662,30060
1.24E-41,1.93E-40,5.29E-41,0.540785208,30060
9.16E-23,1.49E-21,4.92E-22,0.522434405,30060
5.43E-18,7.92E-17,2.75E-17,0.518080677,30060
6.10E-56,2.24E-54,8.00E-55,0.54539959,30060
3.63E-70,1.46E-69,5.31E-70,0.55176261,30060
1.36E-64,1.29E-63,2.56E-64,0.550953672,30060
3.25E-20,4.92E-19,1.71E-19,0.52363981,30060
2.12E-68,9.25E-68,3.36E-68,0.545667673,30060
1.40E-07,1.29E-06,4.32E-07,0.519349994,30060
7.03E-32,2.37E-30,3.64E-31,0.533052509,30060
8.85E-20,1.33E-18,4.62E-19,0.521831899,30060
3.58E-24,5.88E-23,1.93E-23,0.529475732,30060
1.85E-49,1.95E-48,6.26E-49,0.54369273,30060
9.94E-63,1.57E-61,5.74E-62,0.550083081,30060
1.72E-23,2.97E-22,9.30E-23,0.529497749,30060
3.19E-41,5.05E-40,1.38E-40,0.537643759,30060
4.07E-42,6.16E-41,1.72E-41,0.538468756,30060
3.31E-19,4.94E-18,1.71E-18,0.528907907,30060
1.61E-54,4.55E-53,1.62E-53,0.548445139,30060
7.91E-19,1.17E-17,4.07E-18,0.52997625,30060
9.66E-43,1.39E-41,4.01E-42,0.539645648,30060
0.002241758,0.014961719,0.00418101,0.509213344,30060
8.66E-14,1.76E-12,3.88E-13,0.520339611,30060
1.69E-26,4.98E-25,9.12E-26,0.533067493,30060
1.18E-20,1.80E-19,6.24E-20,0.527087333,30060
1.42E-63,1.78E-62,2.80E-63,0.543748547,30060
2.19E-23,3.74E-22,1.18E-22,0.524322734,30060
1.86E-31,6.94E-30,9.66E-31,0.536603524,30060
2.65E-32,7.99E-31,1.36E-31,0.534390907,30060
4.94E-35,7.38E-34,2.44E-34,0.538801054,30060
0.00030324,0.002173421,0.000646414,0.513936612,30060
7.19E-09,7.17E-08,2.46E-08,0.517428151,30060
6.83E-51,9.21E-50,2.21E-50,0.545667673,30060
1.92E-17,2.77E-16,9.60E-17,0.526034195,30060
3.71E-14,7.03E-13,1.69E-13,0.524419652,30060
0.048971299,0.136598028,0.046638324,0.504076082,100080
2.22E-06,1.85E-05,6.12E-06,0.517428151,30060
0.000129396,0.001034761,0.000250265,0.516517661,37836
3.05E-07,2.75E-06,9.14E-07,0.514826245,30060
1.43E-14,2.48E-13,6.59E-14,0.529231015,30060
2.00E-51,2.99E-50,6.36E-51,0.546043728,30060
4.38E-37,6.15E-36,2.08E-36,0.539544218,30060
4.18E-10,5.44E-09,1.56E-09,0.520466783,30060
1.377876041,2.257817606,0.770182981,0.504978972,100080
1.68E-45,1.82E-44,6.46E-45,0.544662474,30060
6.41E-31,2.69E-29,9.48E-30,0.533487042,30060
6.90E-27,2.25E-25,3.73E-26,0.528070533,30060
3.45E-58,1.46E-56,5.27E-57,0.545169877,30060
1.48E-06,1.26E-05,4.17E-06,0.518886941,30060
0.005927251,0.027485605,0.008974171,0.511181042,37836
69.90654449,98.56605467,33.8036007,0.505069702,30060
1.32E-35,1.83E-34,6.47E-35,0.533367465,30060
8.69E-68,3.71E-67,1.42E-67,0.55298471,30060
1.62E-12,3.67E-11,6.89E-12,0.525911656,30060
3.63E-27,1.27E-25,1.96E-26,0.53557166,30060
1.18E-14,2.01E-13,5.46E-14,0.521755247,30060
3.97E-54,1.03E-52,3.67E-53,0.545192285,30060
6.90E-27,2.25E-25,3.73E-26,0.531757212,30060
9.46E-13,2.14E-11,4.06E-12,0.524106672,30060
1.81E-06,1.53E-05,5.05E-06,0.516232888,30060
1.35E-38,2.08E-37,6.22E-38,0.536858195,30060
2.08E-08,1.97E-07,6.88E-08,0.518535519,30060
3.07E-28,1.35E-26,4.70E-27,0.533791008,30060
4.97E-07,4.42E-06,1.52E-06,0.513164773,30060
0.002078477,0.011637944,0.003388481,0.517683826,37836
2.78E-10,3.83E-09,1.05E-09,0.523027299,30060
1.53E-37,2.21E-36,7.20E-37,0.540910898,30060
7.81E-55,2.35E-53,8.35E-54,0.547479961,30060
4.42E-77,1.26E-76,4.61E-77,0.55178375,30060
1.24E-12,2.81E-11,5.29E-12,0.522109697,30060
2.02E-52,3.67E-51,6.19E-52,0.53867957,30060
1.50E-07,1.38E-06,4.63E-07,0.516769126,30060
5.15E-24,9.17E-23,2.78E-23,0.527738074,30060
5.42E-14,1.06E-12,2.45E-13,0.527160944,30060
9.42E-21,1.43E-19,4.98E-20,0.530424548,30060
2.08E-20,3.15E-19,1.09E-19,0.527465966,30060
8.36E-24,1.47E-22,4.52E-23,0.526362851,30060
2.62E-60,9.46E-60,3.46E-60,0.551912501,30060
9.48E-12,1.96E-10,3.88E-11,0.526226733,30060
2.22E-06,1.85E-05,6.12E-06,0.517539263,30060
2.15E-42,3.19E-41,9.01E-42,0.540251306,30060
1.56E-47,1.58E-46,5.62E-47,0.543087615,30060
1.12E-40,1.80E-39,4.91E-40,0.539595098,30060
1.86E-31,6.94E-30,9.66E-31,0.535321427,30060
3.67E-05,0.00025782,8.82E-05,0.51068214,30060
1.13E-37,1.65E-36,5.31E-37,0.535290889,30060
1.76E-60,6.17E-60,2.25E-60,0.549024436,30060
3.35E-40,5.38E-39,1.48E-39,0.534677031,30060
