"V1","V2"
5.27085696278184e-19,0.531820210628211
1.22493098428764e-22,0.531197271775454
3.10143388201974e-05,0.514939668821171
4.69211462705108e-19,0.533078465843573
1.91783852503494e-36,0.537660201545805
2.10612072532942e-34,0.539260032819584
3.4649062148468e-08,0.518636794760823
1.96720572187826e-43,0.542907382361591
7.06887557911408e-33,0.537436173297465
4.56541066927544e-37,0.537989799398929
7.96126157798763e-25,0.534475136548281
0.00389516115334906,0.512850264552981
1.68665006495999e-61,0.553476753411815
4.62064193932646e-12,0.52849065954797
2.97132916629259e-70,0.550299741094932
2.56578270662271e-28,0.536170884035528
0.00143147830202264,0.510276101762429
2.49689437025083e-38,0.539645733777434
3.4649062148468e-08,0.522490279749036
5.08241646922139e-11,0.52676046686247
0.00160944219715636,0.515761454124004
1.31207808225864e-56,0.549055306008086
6.47983986229521e-41,0.542603458045051
3.13743856957108e-16,0.530179666588083
5.62589178836021e-13,0.52377365110442
5.13747310881448e-08,0.516642375383526
1.86791332789059e-26,0.533066431060433
5.48546495450106e-15,0.528531503863633
1.32651708916814e-08,0.515761454124004
8.3871402670118e-19,0.526827477384359
2.07899628722692e-27,0.536969227949157
1.31685087915863e-16,0.528873099712655
1.29287221049297e-19,0.526535045122728
9.35359856914424e-40,0.535456521436572
1.31451588489195e-21,0.532564707566053
2.95509613967377e-46,0.548593960469589
3.13743856957108e-16,0.528596218209714
2.49004481813772e-06,0.519260955508798
2.75466638282369e-10,0.523036221275106
0.0183906521223441,0.514140632469207
1.08178639772987e-25,0.53361485642381
1.25474071176737e-14,0.527862573973835
6.93998231093471,0.506567424163222
9.57546534172733e-08,0.522446491522714
4.07576381704881e-29,0.53336432017386
6.24519983853671e-29,0.542093409691006
3.65770988168228e-55,0.551490806043148
1.47798035333314e-12,0.525304719340056
7.07547645160206e-22,0.530912450980395
1.20648575740443e-07,0.521450067637488
0.00033620778362352,0.514675336191431
1.02648260976865e-21,0.533316519809887
7.61785815731974e-17,0.529211792163551
1.03886517380498e-27,0.535009069833905
1.104521999444e-38,0.539020523894578
2.87053515197743e-47,0.54575555655174
4.24112363511602e-11,0.526556465309113
1.81259399122941e-23,0.528250239090994
1.96720572187826e-43,0.54096752544865
6.83269845593988e-13,0.527378561208025
9.76497436926972e-12,0.524226153735071
2.67760233136943e-65,0.553390498505905
2.80759052298405e-26,0.531477302312851
3.13743856957108e-16,0.521626903908327
5.81198727260113,0.50532771833241
4.37242071715892e-24,0.536857427796349
2.07899628722692e-27,0.534475136548281
1.26209839416373e-37,0.540334477322176
1.5631432503583e-50,0.542691761394963
0.00407192354173325,0.507876816671342
9.77395275545564e-54,0.542546882294118
2.90790085151423e-44,0.546501870965585
2.22012602614455e-07,0.515912464819849
1.11854988196906e-61,0.551146090263501
1.74660624676936e-45,0.541575479554012
1.55898022191883e-08,0.520651811268181
7.96171287735763e-36,0.544179642340168
2.95682997491142e-08,0.517959986580536
7.52831749338196e-13,0.526029596570879
2.16092474941672e-09,0.520657946821302
0.0099459677623234,0.510045324452221
1.81259399122941e-23,0.535056125139818
6.54635681323105,0.503955389838666
1.10787008307354e-12,0.522563574835658
7.19742958592929e-46,0.544770156731829
3.48174311889276e-12,0.523377730511129
4.01252673062645e-15,0.529635602608323
0.00190282934845033,0.510494871065021
3.7721507888272e-05,0.512888211989775
4.19871315410441e-13,0.523499283241108
4.05792578143675e-08,0.516595452092588
2.71431045371554e-64,0.55447490257211
0.0173756246740761,0.512330869212747
3.53199304427222e-46,0.549734843662009
6.0772296729161e-33,0.533876254456118
3.71666695048982e-19,0.529309137491509
6.00553362792243e-45,0.540931880474091
9.20754672031954e-18,0.525078482925892
3.97189793385254e-21,0.526029596570879
49.955668231383,0.507463520625606
1.45466815448332e-19,0.524301264202222
9.08374194496831e-25,0.528982748044655
9.06524783304984e-41,0.540122405160218
2.84794321619371e-33,0.53656073147431
9.5124601515409e-23,0.536163114244118
3.17914873247431e-32,0.538405122002587
1.37172483242097e-27,0.536739217815921
8.8975634984364e-12,0.529679932864383
7.16207895923902e-78,0.557656047400087
8.62537856689605e-14,0.525995140196756
6.20045277562134e-13,0.519123223144561
1.44290718202674e-17,0.530599345918745
1.5581829264734e-15,0.522894873749465
1.14137958312165e-33,0.538651279872283
1.51815600004844e-07,0.516068046912551
2.63410188590079e-36,0.541636916575953
6.49036353082611e-106,0.56125905434601
4.36878723911116e-06,0.513902593404055
7.46516867084186e-19,0.531058544758707
6.29757216509333e-69,0.553193114232272
9.71258527375863e-35,0.540693596471101
1.61381571142721e-17,0.528982748044655
8.26963804251119e-26,0.529463627142832
2.13778361399586e-39,0.540216621244326
5.55825506298412e-05,0.518606574973091
1.22493098428764e-22,0.529448824934661
1.62655562091767e-12,0.524206552654505
1.73172480461581e-13,0.524661896750331
4.18294281275336e-84,0.568729694932699
4.49692525787809e-28,0.537436173297465
1.40641920905651e-07,0.523692865390331
2.07018629717254e-19,0.527361338492483
2.75701862901943e-25,0.535240408731624
5.47585588257127e-17,0.528190564364195
2.63920076604305e-15,0.531943420181051
3.94451361191135e-20,0.527355455327779
4.26561081056745e-14,0.522932413266972
6.62044629668761e-60,0.550235126866028
0.000126445507727389,0.511970045976341
3.0746743933445e-42,0.54405647655949
6.08628396330181e-15,0.523348198272288
3.61575829911558e-36,0.537562158424407
2.82202362856739e-37,0.538781298091635
1.49809010079749e-29,0.530547220259905
5.1722709530945e-28,0.536789783509448
