"V1","V2"
143.920102000683,0.5
50.7769610890376,0.5
134.032880336293,0.5
272.741076507258,0.5
118.781776080104,0.5
72.0700963338828,0.5
29.0409880241842,0.5
8.35279726142159,0.5
64.1273523030049,0.5
35.0949218023353,0.5
96.9615919356932,0.5
231.797795931068,0.5
76.0811723625293,0.5
55.012147937234,0.5
73.1342345684951,0.5
84.7868908589766,0.5
52.4452724024619,0.5
145.362101127625,0.5
120.539850761994,0.5
178.919805711717,0.5
127.193192704121,0.5
124.509464946233,0.5
255.690049404389,0.5
121.855587494141,0.5
66.0534731456252,0.5
200.340412424308,0.5
149.732174341992,0.5
93.485448613931,0.5
66.451486593426,0.5
99.3163849784562,0.5
161.706534048834,0.5
5.81198727260113,0.5
70.0083907175804,0.5
123.736577477066,0.5
78.1521557422204,0.5
292.120290150257,0.5
125.847599366603,0.5
421.120221992573,0.5
340.153754210167,0.5
109.034637534475,0.5
391.788770185122,0.5
270.827426182738,0.5
112.141838675236,0.5
110.283077321566,0.5
83.4603296911167,0.5
105.33420090106,0.5
348.327256555686,0.5
138.225859055396,0.5
80.2530216447868,0.5
22.234231293492,0.5
73.0961948670748,0.5
45.2073984430408,0.5
71.0184517978998,0.5
362.721060159422,0.5
101.70107898865,0.5
78.1521557422204,0.5
404.334226405222,0.5
56.7663872249861,0.5
94.6176703855961,0.5
65.0861272112903,0.5
79.1988540925582,0.5
48.3387663317722,0.5
131.274682021213,0.5
50.093510956108,0.5
129.906738905612,0.5
104.115681685533,0.5
107.793678369419,0.5
169.424629901227,0.5
93.485448613931,0.5
160.184398488602,0.5
265.114553059522,0.5
36.7720442493221,0.5
198.65258934884,0.5
138.225859055396,0.5
91.6135778102951,0.5
110.283077321566,0.5
109.034637534475,0.5
340.153754210167,0.5
356.539099264944,0.5
112.802398616662,0.5
49.763671608157,0.5
68.7100063739436,0.5
111.538997747194,0.5
71.0184517978998,0.5
242.710822583054,0.5
96.9615919356932,0.5
286.261805989193,0.5
54.1479282409145,0.5
97.7467218302196,0.5
78.1521557422204,0.5
80.0304989929185,0.5
71.0184517978998,0.5
90.4858297194805,0.5
177.319787391051,0.5
53.528772612029,0.5
80.2530216447868,0.5
604.205472081263,0.5
205.442857629438,0.5
182.140620298065,0.5
102.904641307122,0.5
149.732174341992,0.5
92.3416757745436,0.5
88.0666529917301,0.5
219.328357792902,0.5
58.5529421359368,0.5
161.706534048834,0.5
218.388352674614,0.5
54.0690824718959,0.5
64.1273523030049,0.5
208.876589193996,0.5
191.967219211055,0.5
14.2952693331641,0.5
182.140620298065,0.5
53.2923044867193,0.5
112.802398616662,0.5
182.140620298065,0.5
142.485467980188,0.5
195.296649836742,0.5
129.906738905612,0.5
100.504993860123,0.5
56.7663872249861,0.5
100.504993860123,0.5
105.33420090106,0.5
47.3034002692041,0.5
86.8197670511482,0.5
166.315988715015,0.5
164.772348808332,0.5
83.4603296911167,0.5
93.485448613931,0.5
51.1867213123931,0.5
299.987425147104,0.5
315.899025167815,0.5
214.074550406596,0.5
161.706534048834,0.5
120.539850761994,0.5
178.919805711717,0.5
73.0961948670748,0.5
115.351639735573,0.5
47.5431374715758,0.5
69.006851093099,0.5
148.268149409744,0.5
214.074550406596,0.5
124.509464946233,0.5
88.0666529917301,0.5
137.581800046275,0.5
203.735583894438,0.5
138.225859055396,0.5
57.6564103620007,0.5
87.0981510444865,0.5
138.225859055396,0.5
73.0961948670748,0.5
109.034637534475,0.5
87.6697190344722,0.5
59.829416008565,0.5
54.1479282409145,0.5
89.3930558237929,0.5
9.20605923666268,0.5
172.561606120388,0.5
96.9615919356932,0.5
71.0184517978998,0.5
135.423122862677,0.5
100.504993860123,0.5
157.936159691145,0.5
81.3146572947054,0.5
124.509464946233,0.5
128.54624076451,0.5
54.9445049687251,0.5
88.0131408204535,0.5
270.827426182738,0.5
11.5879997340267,0.5
63.1689657380727,0.5
180.52675915378,0.5
212.335635627959,0.5
170.989587510389,0.5
46.1633134466689,0.5
272.741076507258,0.5
12.7119038358654,0.5
158.669469137039,0.5
128.54624076451,0.5
121.855587494141,0.5
72.0700963338828,0.5
127.193192704121,0.5
240.878052279495,0.5
85.7407315513017,0.5
94.6366915974755,0.5
88.9551694038008,0.5
149.732174341992,0.5
53.2923044867193,0.5
70.0083907175804,0.5
71.0184517978998,0.5
90.0765369549938,0.5
140.197852228717,0.5
190.312529517604,0.5
75.6330795383201,0.5
323.93599917422,0.5
132.44073454233,0.5
117.930794160033,0.5
54.9445049687251,0.5
141.058209616706,0.5
233.602535436939,0.5
83.8401196703691,0.5
126.185443626552,0.5
115.351639735573,0.5
203.735583894438,0.5
58.5550365472989,0.5
117.930794160033,0.5
161.706534048834,0.5
410.622041392846,0.5
139.63833685686,0.5
98.7945329361735,0.5
106.560199618289,0.5
112.802398616662,0.5
47.5431374715758,0.5
87.8412688899146,0.5
88.9551694038008,0.5
102.904641307122,0.5
107.443753739695,0.5
80.2530216447868,0.5
70.0083907175804,0.5
151.203515913957,0.5
68.2189834451529,0.5
73.0961948670748,0.5
13.7493596358561,0.5
63.17715567851,0.5
321.92200272879,0.5
250.095939498714,0.5
72.0700963338828,0.5
57.6564103620007,0.5
78.1521557422204,0.5
47.5431374715758,0.5
178.919805711717,0.5
104.115681685533,0.5
17.5416810867696,0.5
163.23585725037,0.5
55.8849668424735,0.5
67.9771138977465,0.5
154.168093370647,0.5
143.920102000683,0.5
200.340412424308,0.5
91.7441767041394,0.5
325.953067807348,0.5
56.7663872249861,0.5
90.0765369549938,0.5
51.6068267039962,0.5
125.847599366603,0.5
54.1479282409145,0.5
125.847599366603,0.5
84.5443654127618,0.5
61.3025217499215,0.5
198.65258934884,0.5
163.23585725037,0.5
423.222278850369,0.5
151.203515913957,0.5
178.919805711717,0.5
141.517234765273,0.5
108.009369808641,0.5
286.261805989193,0.5
105.33420090106,0.5
67.0293819483503,0.5
148.268149409744,0.5
154.168093370647,0.5
49.685191973751,0.5
129.906738905612,0.5
78.1521557422204,0.5
48.7604238926544,0.5
196.971323303754,0.5
402.24038091734,0.5
309.905786168491,0.5
64.1273523030049,0.5
49.955668231383,0.5
127.193192704121,0.5
406.429146100309,0.5
128.54624076451,0.5
45.9774665699312,0.5
125.847599366603,0.5
77.1129279556125,0.5
93.485448613931,0.5
141.058209616706,0.5
299.987425147104,0.5
60.7324893042744,0.5
151.203515913957,0.5
139.63833685686,0.5
149.732174341992,0.5
119.231585580841,0.5
60.3780943691346,0.5
219.328357792902,0.5
375.138187371668,0.5
121.855587494141,0.5
80.2530216447868,0.5
177.319787391051,0.5
46.8040279479665,0.5
164.772348808332,0.5
80.2530216447868,0.5
185.388952273703,0.5
198.65258934884,0.5
48.7604238926544,0.5
111.538997747194,0.5
239.298224992218,0.5
190.312529517604,0.5
61.4022380100422,0.5
57.9796168701403,0.5
0.904693251561149,0.5
105.33420090106,0.5
76.0811723625293,0.5
95.7954056992224,0.5
298.014835990188,0.5
74.7555758487558,0.5
